date,num_likes,num_retweets,tweet_source,tweets
2022-10-19 18:57:33+00:00,701,83,Twitter for Advertisers,"Revealed: the rationale behind tonight's team selection, as explained by Erik ⬇

#MUFC || #MUNTOT"
2022-10-19 18:52:28+00:00,1444,149,Twitter for Advertisers,"🏃‍♂️ @B_Fernandes8 leading the charge for warm-ups!

#MUFC || #MUNTOT"
2022-10-19 18:35:17+00:00,1760,225,Twitter Web App,"Love an evening game at Old Trafford! 🌕

We're ready for this one 👊🔋

#MUFC || #MUNTOT https://t.co/Kfq9VonTX8"
2022-10-19 18:15:11+00:00,14417,2721,Twitter for Advertisers,"🚨 TEAM NEWS 🚨

🔄 One change for the Reds as @MarcusRashford replaces @Cristiano...

#MUFC || #MUNTOT"
2022-10-19 16:52:40+00:00,2416,235,Twitter Web App,"Legends ❤️

#PL matchday 10/38.

#MUFC || #MUNTOT https://t.co/MqkoAmqkN8 https://t.co/apRLO5EL2X"
2022-10-19 16:16:00+00:00,6880,611,Twitter for Advertisers,"📍 Back in M16.

#MUFC || #MUNTOT"
2022-10-19 15:33:00+00:00,9187,741,Twitter for Advertisers,"🏟 @Cristiano has found the net eight times against Spurs at Old Trafford, including a fine hat-trick in March...

#MUFC || #MUNTOT"
2022-10-19 15:08:31+00:00,5543,654,Twitter Web App,"⏳ @MarcusRashford isn't far away from a big United milestone 💯

#MUFC https://t.co/poweGDyPAr https://t.co/gWXZ8N6Ppb"
2022-10-19 14:07:00+00:00,5139,392,Twitter for Advertisers,"🧮 @MarcusRashford has added to his United assists tally three times this season, while also approaching his century of Reds goals 💯

#MUFC || #MUNTOT"
2022-10-19 12:44:00+00:00,3690,283,Twitter for Advertisers,"📬 Just in: Erik's #MUNTOT Q&amp;A 👇

#MUFC || #PL"
2022-10-19 11:30:01+00:00,2737,196,Twitter for Advertisers,"A special day 🫶🇮🇳

🎥 Relive the action as our fans in Kolkata turned out in huge numbers for another memorable #ILOVEUNITED event 👊

#MUFC"
2022-10-19 09:55:00+00:00,3784,332,Twitter for Advertisers,"Mancunian at heart ❤️

Enjoy our 20-minute chat with @B_Fernandes8 about how he's made Manchester his home 🏠🔴

#MUFC"
2022-10-19 08:43:00+00:00,5423,413,Twitter for Advertisers,"Proud to wear red 📌

#MUFC || #MUNTOT"
2022-10-19 06:55:00+00:00,12072,1011,Twitter Web App,"☕ Good morning from Old Trafford.

#MUFC || #MUNTOT https://t.co/lIuEhpDbQJ"
2022-10-19 05:09:00+00:00,10627,1141,Twitter for Advertisers,"💡 A @PremierLeague night under the lights awaits! 🔴

#MUFC || #MUNTOT"
2022-10-18 22:19:00+00:00,2885,225,Twitter for Advertisers,"The November issue of our monthly magazine is out now — don't miss it! 🗞

#MUFC"
2022-10-18 21:29:33+00:00,1623,124,Twitter Web App,"The hosts take the bonus point tonight following their penalty shootout victory, while United earn a solitary point to top Northern Group G, with qualification to the next stage already secured.

#MUFC || #MUAcademy"
2022-10-18 20:47:15+00:00,5003,273,Twitter Web App,"A brilliant second-half comeback from our young Reds, with Shola Shoretire scoring a late equaliser to maintain the unbeaten run in the #PapaJohnsTrophy 👏

#MUFC || #MUAcademy https://t.co/8V2lug9Isk"
2022-10-18 20:04:00+00:00,26237,2585,Twitter Media Studio,"🔥 @Cristiano was unstoppable in the previous edition of #MUNTOT! 👏

#MUFC https://t.co/DCvCh7zBwr"
2022-10-18 19:38:02+00:00,5636,277,Twitter Web App,"The Reds lead at the break thanks to an audacious effort from Charlie McNeill. 

#MUFC || #MUAcademy https://t.co/895sULtsmS"
2022-10-18 18:06:21+00:00,3966,263,Twitter Web App,"Tonight's #MUAcademy U21s line-up for our game against Fleetwood Town in the #PapaJohnsTrophy 🔴

#MUFC https://t.co/DGLvSX42md"
2022-10-18 17:06:00+00:00,3659,291,Twitter for Advertisers,"🇩🇰 @ChrisEriksen8 has hit the ground running this season 💪

#MUFC || #MUNTOT"
2022-10-18 16:32:00+00:00,5767,497,Twitter Media Studio,"Matchdays at our home ❤️

🏠 Next up: #MUNTOT 

#MUFC || #PL https://t.co/58SMaWwFaI"
2022-10-18 15:55:05+00:00,2708,229,Twitter for Advertisers,"🎙 The boss was asked about the fitness of Axel Tuanzebe and @BranWilliams in today's press conference.

#MUFC || #MUNTOT"
2022-10-18 15:13:51+00:00,2972,245,Twitter for Advertisers,"🧠 ""You have to protect players as a manager to get the best out of them, not only from the risk of injury but also to keep them in the right form until the end of the season,"" says Erik. 🔄

#MUFC || #MUNTOT"
2022-10-18 15:04:38+00:00,3061,241,Twitter for Advertisers,"💬 Erik on @ChrisEriksen8: ""As a manager I faced him, so I knew his capabilities and I was so happy that we could sign him.

""I think he has proved from the first day how important he is to our game."" 👏

#MUFC || #MUNTOT"
2022-10-18 14:59:31+00:00,5772,325,Twitter for Advertisers,"ℹ️ The boss has provided fitness updates on @ChrisEriksen8 and @AnthonyMartial.

#MUFC || #MUNTOT"
2022-10-18 14:45:00+00:00,2326,191,Twitter for Advertisers,"🎥 Erik's #MUNTOT press conference will take place shortly.

Head to our app to watch every word ⤵️

#MUFC"
2022-10-18 13:42:46+00:00,5032,319,Twitter for Advertisers,"A clinical finish by @MarcusRashford at Tottenham in 2021/22 💥

@TeamViewer ↔️ #BringingYouCloser

#MUFC"
2022-10-18 12:52:00+00:00,2210,190,Twitter Media Studio,"⏪ Last time out in the #PapaJohnsTrophy... 

Our U21s secured qualification to the next round with a win at Barrow, but tonight we face Fleetwood in our final group-stage fixture — keep it up, Reds! 💪

#MUFC || #MUAcademy https://t.co/pjPI9FTWSc"
2022-10-18 11:34:00+00:00,10034,743,Twitter for Advertisers,"Onwards to Wednesday and our next #PL matchday! 🔜🔴

#MUFC || #MUNTOT"
2022-10-18 10:22:56+00:00,5120,412,Twitter for iPhone,"3️⃣ countries 🌍
2️⃣ matches ⚽️
1️⃣ incredible fanbase 🙌

This one goes out to our fans across the globe who followed the Reds on Sunday! ❤️

#MUFC || #MUWomen https://t.co/xISGJCZ3s6"
2022-10-18 09:10:05+00:00,3338,289,Twitter for Advertisers,"⏪ Reflecting on his finest moments in red
⏩ Looking ahead at what's to come

💬 Enjoy our extended interview with @D_DeGea now 👇

#MUFC"
2022-10-18 04:14:00+00:00,6725,419,Twitter for Advertisers,"🗯 ""He's been unbelievable [so far] this season. But he can keep getting better — he needs to keep up his aggression and passion.""

🏴󠁧󠁢󠁥󠁮󠁧󠁿 @LukeShaw23 🤝 @LisandrMartinez 🇦🇷

#MUFC"
2022-10-17 23:50:00+00:00,5071,259,Twitter for Advertisers,"🇨🇮 @AmadDiallo_19 was one of eight United loanees in action over the weekend 💪

#MUFC"
2022-10-17 19:52:00+00:00,5383,402,Twitter for Advertisers,"🎥 Check out the latest footage from Carrington, as the Reds went to work on Monday 💪

#MUFC || #PL"
2022-10-17 18:29:00+00:00,2327,175,Twitter for Advertisers,"📼 Just in: the first United Daily of the week 👇

#MUFC"
2022-10-17 17:13:10+00:00,8412,565,Sprout Social,"Focused on our next test 😤

#MUFC || #MUNTOT https://t.co/XtI3pbr0UN"
2022-10-17 17:10:00+00:00,6186,471,Twitter Web App,"🔴 Young Reds. 

#MUFC || #MUAcademy https://t.co/7xs4uzVWza"
2022-10-17 17:06:00+00:00,8412,541,Twitter Web App,"💪 Recovery mode.

#MUFC || #PL https://t.co/EjDlW7GEsq"
2022-10-17 17:03:04+00:00,15535,903,Sprout Social,"🗣 EtH. 

#MUFC https://t.co/YbJiuvuntk"
2022-10-17 17:01:00+00:00,28023,1717,Twitter Web App,"Work time 👊

#MUFC https://t.co/rLqCLcqUaD"
2022-10-17 16:06:23+00:00,3187,242,Twitter for Advertisers,"ℹ️ An inside look at both camps ahead of #MUNTOT...

#MUFC || #PL"
2022-10-17 15:42:25+00:00,3210,313,Twitter for Advertisers,"Reflecting on 500 appearances ✅
Reviewing his greatest saves ✅

Watch our feature-length interview with @D_DeGea after his United landmark ⤵️

#MUFC"
2022-10-17 13:01:00+00:00,24874,1645,Twitter Web App,"Special moments at Carrington ❤️

⚫ @D_DeGea 

#MUFC || @adidasFootball https://t.co/zIfiU48MWl"
2022-10-17 11:44:00+00:00,4277,370,Twitter Media Studio,"A whole lot of love for @D_DeGea! 🫶

#MUFC https://t.co/K78sVs4HsA"
2022-10-17 10:20:14+00:00,4297,328,Twitter for Advertisers,"🔑 The boss has explained why rotating our squad is key during this busy period...

#MUFC || #PL"
2022-10-17 06:38:32+00:00,4299,300,Twitter for Advertisers,"⚖️ Will @ChrisEriksen8 be fit for our next #PL fixture?

Erik was asked the question following yesterday's game ⬇

#MUFC"
2022-10-17 05:54:01+00:00,16302,1172,Sprout Social,"🤗 Wholesome moments with @D_DeGea and Sir Alex. 

#MUFC https://t.co/O3AGpjhMWg"
2022-10-17 01:09:02+00:00,10585,1094,Sprout Social,"📖 Etched into our history books. 

#MUFC || @D_DeGea https://t.co/W9sP7Lu273"
2022-10-16 19:57:00+00:00,78871,4733,Twitter Web App,🫶 https://t.co/b5a3kLymJL
2022-10-16 18:49:03+00:00,18001,1263,Sprout Social,"🔴 United through and through. 

#MUFC || @D_DeGea https://t.co/6KA2gLFzwd"
2022-10-16 18:03:00+00:00,2861,271,Twitter for Advertisers,"🔺 #MUNNEW assessment 🆚
🔺 Importance of a clean sheet ⛔️
🔺 Hitting 500 United appearances 👐

Hear from @D_DeGea following this afternoon's #PL clash 👇

#MUFC"
2022-10-16 17:12:08+00:00,12931,894,Sprout Social,"❤️ Always grateful for your unconditional support. 

#MUFC || #MUNNEW https://t.co/f8zmt2D21m"
2022-10-16 16:32:37+00:00,2939,245,Twitter for Advertisers,"🎥 The boss has delivered his verdict on this afternoon's game against Newcastle. 

#MUFC || #MUNNEW"
2022-10-16 14:56:10+00:00,11901,1446,Twitter for Advertisers,"The points are shared at Old Trafford. 

#MUFC || #MUNNEW"
2022-10-16 14:44:42+00:00,10611,491,Twitter for iPhone,"Final push 👊

#MUFC || #MUNNEW https://t.co/PtGGGTN11a"
2022-10-16 14:32:46+00:00,3634,241,Twitter Web App,"🔄 Erik makes our first switch of the afternoon.

#MUFC || #MUNNEW https://t.co/pYz0d6oUld"
2022-10-16 14:26:16+00:00,2809,193,Twitter for iPhone,"⏳ Less than 3️⃣0️⃣ minutes to go, as we continue to search for a breakthrough.

#MUFC || #MUNNEW https://t.co/hWuTiBxe10"
2022-10-16 14:18:42+00:00,4588,281,Twitter for iPhone,"🇫🇷 @RaphaelVarane 🔴

#MUFC || #MUNNEW https://t.co/hJ0xIqVnB8"
2022-10-16 14:11:16+00:00,3222,280,Twitter for iPhone,"Time to kick on, Reds 👊

#MUFC || #MUNNEW https://t.co/PzUzYpsmZx"
2022-10-16 14:06:14+00:00,1439,176,Twitter for Advertisers,"▶️ The visitors get play back under way at Old Trafford.

#MUFC || #MUNNEW"
2022-10-16 13:49:26+00:00,4161,436,Twitter for Advertisers,"⏸ A goalless first half at Old Trafford. 

#MUFC || #MUNNEW"
2022-10-16 13:36:28+00:00,3845,288,Twitter for iPhone,"Into the final 🔟 minutes of the first half. 

#MUFC || #MUNNEW https://t.co/JHmgMx3d1i"
2022-10-16 13:30:36+00:00,7871,411,Twitter for iPhone,"🔀 @Antony00 🔴

#MUFC || #MUNNEW https://t.co/9H74tsfs5X"
2022-10-16 13:22:08+00:00,14104,844,Twitter for iPhone,"7️⃣ @Cristiano 🔴

#MUFC || #MUNNEW https://t.co/pdgGeJS9JN"
2022-10-16 13:13:03+00:00,3817,327,Twitter for iPhone,"🔴 Watching on. 

#MUFC || #MUNNEW https://t.co/vmsPDoKRpw"
2022-10-16 13:05:27+00:00,96159,9523,Twitter for iPhone,"❤️ United legends. 

#MUFC https://t.co/OgbijbDNBr"
2022-10-16 13:01:24+00:00,1653,250,Twitter for Advertisers,"▶️ We're under way at Old Trafford — come on, United! 👊

#MUFC || #MUNNEW"
2022-10-16 13:01:11+00:00,29355,2401,Twitter for iPhone,"Sir Alex 🤝 EtH 

#MUFC https://t.co/eLuPglqHoH"
2022-10-16 12:50:54+00:00,15821,2290,Twitter Web App,"🔴 5️⃣0️⃣0️⃣ 🔴

An incredible achievement, @D_DeGea! 👏

#MUFC https://t.co/8PcTSQT5bF"
2022-10-16 12:47:11+00:00,4977,484,Twitter for iPhone,"Pumped for matchday 😤

#MUFC || #MUNNEW https://t.co/dRtF7Ej7kB"
2022-10-16 12:39:20+00:00,13132,928,Twitter for iPhone,"Let’s do this, @Antony00 👊

#MUFC || #MUNNEW https://t.co/hVqmNpfzzv"
2022-10-16 12:34:03+00:00,2608,288,Twitter for Advertisers,"📋 The boss has explained the reasons behind @ChrisEriksen8 and @AnthonyMartial's absence from today's squad.

#MUFC || #MUNNEW"
2022-10-16 12:23:56+00:00,3856,409,Twitter for iPhone,"Inside the United camp 👀🔴

#MUFC || #MUNNEW https://t.co/p7u3P7G2AS"
2022-10-16 12:20:33+00:00,4954,548,Twitter for iPhone,Always United ❤️ https://t.co/zm6VQF2mDP https://t.co/OolyOCpevk
2022-10-16 12:16:43+00:00,7870,834,Twitter Media Studio,"GK union 🔴

Our two leading goalkeeper appearance makers of all time mark @AlexStepney1's recent 80th birthday ❤️

#MUFC || @D_DeGea https://t.co/oYv7WoSeK6"
2022-10-16 12:00:21+00:00,28458,4844,Twitter for Advertisers,"🚨 Presenting the United line-up for #MUNNEW 👊

#MUFC || #PL"
2022-10-16 11:52:39+00:00,2385,204,Twitter Web App,"Team news 🔜

How many changes will Erik make from Thursday's win? 💭

#MUFC || #MUNNEW"
2022-10-16 11:32:25+00:00,3119,297,Twitter for iPhone,"🔺 Where are you following #MUNNEW from? 🌍
🔺What do you think the score will be? ⚽️ 
🔺 Who will score first? ⚡️ 

#MUFC || #PL https://t.co/kjS2cJU9Ff"
2022-10-16 11:14:20+00:00,8277,820,Twitter Web App,"❤️ Our home. 

#MUFC || #MUNNEW https://t.co/FqObVfh9wn"
2022-10-16 11:03:00+00:00,15647,2128,Twitter for iPhone,"💯💯💯💯💯

Set to carve his name into United history ❤️

#MUFC || @adidasFootball https://t.co/fYIv77zVlY"
2022-10-16 10:53:00+00:00,2387,254,Twitter Web App,"Back on home soil. 

📆 #PL matchday 9/38. 

#MUFC || #MUNNEW https://t.co/QCbdgEr7xw https://t.co/2xweyELed4"
2022-10-16 10:46:46+00:00,2126,183,Twitter for iPhone,"Wishing you the best of luck today, Reds! 🤞🔴

#MUFC || #MUWomen https://t.co/QmBTmQoTTB"
2022-10-16 10:37:24+00:00,6020,625,Twitter for iPhone,"📱🔴 Checking in. 

#MUFC || #MUNNEW https://t.co/THGFkiLvIg"
2022-10-16 10:28:54+00:00,23856,1136,Twitter for iPhone,"Bom dia, @Casemiro 🤛

#MUFC || #MUNNEW https://t.co/mrNKyfFwy6"
2022-10-16 10:18:35+00:00,9082,772,Twitter for Advertisers,"Morning, Reds! 👋

#MUFC || #MUNNEW"
2022-10-16 10:03:20+00:00,19164,1535,Twitter for iPhone,"The boss. 

#MUFC || #MUNNEW https://t.co/nfXVMq8Oh0"
2022-10-16 09:20:00+00:00,7882,551,Twitter for Advertisers,"🇧🇷 @Antony00 scored our first at Everton, but who are you backing to score United's next #PL goal? 💭

#MUFC || #MUNNEW"
2022-10-16 08:16:00+00:00,3426,314,Twitter for Advertisers,"Some things are bigger than football.

Our support for the @PremierLeague's No Room for Racism is one of them.

#SeeRed || #allredallequal"
2022-10-16 07:27:00+00:00,5238,447,Twitter for Advertisers,"The boss is ready for #MUNNEW 👊

#MUFC || #PL"
2022-10-16 06:07:00+00:00,4383,295,Twitter for Advertisers,"🏙 The future generation.

#MUFC"
2022-10-16 03:51:00+00:00,2653,267,Twitter Media Studio,"🇫🇷 @IAmMSilvestre outta nowhere!

Mikael will be at our #ILOVEUNITED Kolkata event today — we can't wait! 🙌🇮🇳

@TeamViewer ↔️ #BringingYouCloser https://t.co/PCtApxyR5V"
2022-10-16 01:23:00+00:00,8772,996,Twitter for Advertisers,"🔴⚪️⚫️ 🆚 ⚫️⚪️⚫️

All set for an Old Trafford matchday! 🏡 

#MUFC || #MUNNEW"
2022-10-15 22:18:00+00:00,18882,1451,Twitter for Advertisers,"🔴 @Cristiano returned to Old Trafford in style in the previous #MUNNEW edition... 

#MUFC || #PL"
2022-10-15 20:04:00+00:00,7832,551,Twitter for Advertisers,"Gearing up for #MUNNEW 🏃‍♂️

#MUFC"
2022-10-15 17:56:00+00:00,8357,817,Twitter Media Studio,"⏪ Last time out at Old Trafford in the @PremierLeague...  

🔥 @Antony00 x @MarcusRashford 🔥

#MUFC || #PL https://t.co/zXcQhaFmxl"
2022-10-15 16:02:00+00:00,3426,233,Twitter for Advertisers,"A spirited comeback from our #MUAcademy U21s ⚡️⚡️

Watch more from this afternoon's dramatic #PL2 clash 👇

#MUFC"
2022-10-15 15:34:00+00:00,3272,237,Twitter for Advertisers,"🗣 ""Get your match programme!""

➖ From Old Trafford tomorrow
➖ Delivered direct to your door

#MUFC || #MUNNEW"
2022-10-15 14:20:00+00:00,2681,266,Twitter Ads,"9️⃣ @VanCole9: an underrated striker in the #PL era?

Not by all of us here at United ❤

#MUFC https://t.co/pReWifyUfB"
2022-10-15 13:11:46+00:00,8372,509,Sprout Social,"After the Reds trailed 3-1, Shola Shoretire scored TWICE in stoppage time to earn #MUAcademy U21s a dramatic draw in West London 💪

#MUFC | #PL2 https://t.co/xNvdDwB1xw"
2022-10-15 12:59:00+00:00,4504,400,Twitter Web App,"Bring on United! 🔴⚪️⚫️

⏳ This time tomorrow: #MUNNEW... 

#MUFC || #PL https://t.co/vGocImZJhl"
2022-10-15 11:53:02+00:00,5693,294,Sprout Social,"A bright half from #MUAcademy U21s as Hansen-Aaroen smashes the ball home to give United a deserved lead at the break ✊

#MUFC || #PL2 https://t.co/a7pKgZtGGT"
2022-10-15 10:45:35+00:00,3732,238,Sprout Social,"🛎 Team news ahead of our #MUAcademy U21s away game v Chelsea in #PL2 🤙

Kick-off at 12:00 BST 🕛

#MUFC https://t.co/QluGgUiLIy"
2022-10-15 10:08:00+00:00,15737,1143,Twitter for Advertisers,"🏅 @D_DeGea will be presented with an engraved plate prior to kick-off on Sunday 🧤

#MUFC"
2022-10-15 09:04:00+00:00,2717,212,Twitter Media Studio,"⏪ Last time out in #PL2... 

Sending best wishes to our #MUAcademy U21s away to Chelsea today! 🤞🔴

#MUFC https://t.co/rsT7x5WCoK"
2022-10-15 08:11:00+00:00,12502,867,Twitter Web App,"🔀 Impact players.

Seven of our last nine goals have come from substitutes 💪

#MUFC https://t.co/IbANGaMgKG"
2022-10-15 05:58:00+00:00,4048,374,Twitter for Advertisers,"An all-time #PL great.
One of our best-ever strikers.
But above all else, a role model.

❤ @VanCole9

#MUFC || #BlackHistoryMonth"
2022-10-15 03:36:00+00:00,6412,471,Twitter Web App,"Goal King Cole 👑

Have a wonderful birthday, @VanCole9! 🎂

#MUFC https://t.co/agisYcynKZ"
2022-10-15 01:05:00+00:00,3178,230,Twitter Media Studio,"🏴󠁧󠁢󠁥󠁮󠁧󠁿 @WesBrown24 with the powerful header 💥

Catch Wes at our #ILOVEUNITED Kolkata event for #MUNNEW on Sunday! 🇮🇳

@TeamViewer ↔️ #BringingYouCloser https://t.co/3tKLAsmKCy"
2022-10-14 22:59:00+00:00,15321,762,Twitter for Advertisers,"⌛️ Leaving it late. 

🔴 @McTominay10 

#MUFC || #UEL"
2022-10-14 18:21:00+00:00,2241,192,Twitter for Advertisers,"💬 Erik looks ahead to #MUNNEW
💪 Training footage from Carrington
🇮🇳 @WesBrown24 prepares for #ILOVEUNITED 

Tune in to the final United Daily of the week for all of the above and more... 🎥

#MUFC"
2022-10-14 17:12:00+00:00,7636,646,Twitter Web App,"⚡ Picking up the pace for the #PL.  

#MUFC || #MUNNEW https://t.co/dZuVlQdG5A"
2022-10-14 17:09:00+00:00,10975,742,Twitter Web App,"📍 Smiles at base! 😄

#MUFC || #MUNNEW https://t.co/VFdANMqa2P"
2022-10-14 17:06:05+00:00,21547,973,Sprout Social,"Bonjour, @RaphaelVarane 🇫🇷

#MUFC || #MUNNEW https://t.co/VvssN7oIBg"
2022-10-14 17:03:00+00:00,8724,585,Twitter Web App,"🇩🇰 @ChrisEriksen8 🤜🤛 @LukeShaw23 🏴󠁧󠁢󠁥󠁮󠁧󠁿 

#MUFC || #MUNNEW https://t.co/RfaqDWEaJn"
2022-10-14 17:01:00+00:00,7384,594,Twitter Web App,"🔀 Switching our focus to #MUNNEW.

#MUFC || #PL https://t.co/XgkMBFmLep"
2022-10-14 16:30:02+00:00,903,57,Twitter Web App,"Fans in India can still be a part of the action by tuning into our Facebook Live stream, featuring all the best bits from Sunday's event.

Thank you for your ongoing support! ❤️

#MUFC

(2/2)"
2022-10-14 16:28:00+00:00,1795,144,Twitter Web App,"🇮🇳 #ILOVEUNITED notice...

Please remember that this is a pre-booked, ticket-only event.

Only those who were successful in receiving an #ILOVEUNITED ticket will be admitted into the venue.

(1/2) https://t.co/8xSrRRq4yp"
2022-10-14 15:51:00+00:00,5638,408,Twitter for Advertisers,"When you remember the next game is our first home #PL match in over a month...

🔜 #MUNNEW

#MUFC"
2022-10-14 13:46:00+00:00,3577,310,Twitter for Advertisers,"🗯 @Antony00, @MarcusRashford and #MUNNEW were among the talking points in Erik's latest press conference ⤵️

#MUFC || #PL"
2022-10-14 12:37:12+00:00,3640,288,Twitter for Advertisers,"🚨 The boss provided an update on @HarryMaguire93 and @AnthonyMartial in his #MUNNEW press conference. 

#MUFC || #PL"
2022-10-14 10:11:46+00:00,1902,147,Twitter Web App,"🧠 What we learn today can help change the future. 

Great news, @MU_Foundation! ❤️

#MUFC https://t.co/MckM941yY9"
2022-10-14 08:03:00+00:00,4788,329,Twitter for Advertisers,"It's a team game 🤝

The boss was delighted by the impact of our substitutes on Thursday night! 🔴

#MUFC || #UEL"
2022-10-14 06:27:00+00:00,7839,450,Twitter for Advertisers,"🔴 Good to be back home. 

#MUFC"
2022-10-14 04:46:00+00:00,5064,344,Twitter for Advertisers,"💬 @D_DeGea was pleased with the fight the Reds showed during Thursday's win against Omonia! 👊

#MUFC || #UEL"
2022-10-14 01:22:00+00:00,11800,671,Twitter for Advertisers,"Your Man of the Match on Thursday night — @McTominay10! 👏

#MUFC || #UEL"
2022-10-13 23:38:07+00:00,7945,597,Twitter for iPhone,"Sticking by us until the very last kick — the United way ❤️

Thank you for your support on Thursday, Reds! 👏

#MUFC || #UEL https://t.co/KD2FiQ9v2Z"
2022-10-13 23:19:00+00:00,2935,249,Twitter for Advertisers,"🎥 Watch the key moments from Thursday's #UEL win. 

🎯 @McTominay10

#MUFC"
2022-10-13 22:58:25+00:00,31809,1853,Twitter Web App,@Uzohof Respect for your performance tonight — all the best for the rest of the season 🤝
2022-10-13 22:45:00+00:00,3837,293,Twitter Media Studio,"Job done, see you Sunday! ❤️

🤳 @DalotDiogo 

@TeamViewer ↔️ #BringingYouCloser https://t.co/qhHJRjSaKo"
2022-10-13 22:31:02+00:00,6390,479,Sprout Social,"🗯 Our match-winner on Thursday's late victory. 

#MUFC || #UEL https://t.co/9shb36Zt54"
2022-10-13 21:59:25+00:00,3810,321,Twitter for Advertisers,"💬 The boss has given his reaction to tonight's win. 

#MUFC || #UEL"
2022-10-13 21:35:00+00:00,5962,372,Twitter for Advertisers,"Who gets your vote for United's award tonight? 👇

#MUFC || #UEL"
2022-10-13 21:27:38+00:00,79112,8349,Twitter for iPhone,"🤝 Recognising a top performance from @UzohoF. 

#MUFC || #UEL https://t.co/WgFgNMaw3y"
2022-10-13 21:10:09+00:00,15018,1287,Twitter for iPhone,"Until the end 👊

#MUFC || #UEL https://t.co/UXanrmM7p5"
2022-10-13 20:58:25+00:00,21001,2032,Twitter for iPhone,"A big goal at the end! 🔥

#MUFC || #UEL https://t.co/HKnmqNPDSp"
2022-10-13 20:52:34+00:00,19479,3023,Twitter for Advertisers,"Scott McTominay wins it in injury time for the Reds! 🙌

#MUFC || #UEL"
2022-10-13 20:49:41+00:00,12016,1634,Twitter Media Studio,"SCOTTTTYY! 

#MUFC || #UEL https://t.co/spnoeZlq8H"
2022-10-13 20:38:27+00:00,3604,209,Twitter Web App,"🔂 Erik makes our fourth change of the evening. 

#MUFC || #UEL https://t.co/wjAwkbMpYs"
2022-10-13 20:32:17+00:00,9740,514,Twitter for iPhone,"Into the final 15 minutes. 

#MUFC || #UEL https://t.co/KgbadONPVO"
2022-10-13 20:28:09+00:00,2259,164,Twitter Web App,"🔄 @ChrisEriksen is introduced, as he replaces @Fred08Oficial.

#MUFC || #UEL https://t.co/dvWIiK2bci"
2022-10-13 20:17:29+00:00,2315,172,Twitter Web App,"🔄 Erik makes our first changes of the night. 

#MUFC || #UEL https://t.co/i17ur5qHXO"
2022-10-13 20:15:38+00:00,5196,319,Twitter for iPhone,"Still searching for the game’s first goal. 

#MUFC || #UEL https://t.co/K9JCYnrO73"
2022-10-13 20:01:49+00:00,1785,164,Twitter for Advertisers,"▶️ The visitors get us back under way at Old Trafford. 

#MUFC || #UEL"
2022-10-13 19:46:03+00:00,5943,442,Twitter for Advertisers,"Level at the break. 

#MUFC || #UEL"
2022-10-13 19:39:42+00:00,6582,349,Twitter for iPhone,"🗣 @DalotDiogo 

#MUFC || #UEL https://t.co/XlmUeIDGIf"
2022-10-13 19:33:37+00:00,3888,340,Twitter for Advertisers,"🔎 Pushing for a breakthrough. 

#MUFC || #UEL"
2022-10-13 19:23:38+00:00,6733,384,Twitter for iPhone,"🥋 @LisandrMartinez 🔴

#MUFC || #UEL https://t.co/GOoqMZhmoG"
2022-10-13 19:17:34+00:00,15393,1046,Twitter for iPhone,"🔴 U N I T E D 🔴

#MUFC || #UEL https://t.co/3YFfXiQ3xT"
2022-10-13 19:15:05+00:00,3869,270,Twitter for iPhone,"⚡️ A lively start at Old Trafford. 

#MUFC || #UEL https://t.co/mvRXgtk1zv"
2022-10-13 19:00:36+00:00,2673,300,Twitter for Advertisers,"Bring on United! 🔴⚪⚫

#MUFC || #UEL"
2022-10-13 18:52:49+00:00,1632,173,Twitter for iPhone,"Less than 🔟 minutes to go until kick-off… 

How are we feeling, Reds? 💭 

#MUFC || #UEL"
2022-10-13 18:48:42+00:00,23320,1206,Twitter for iPhone,"🔴 Focused. 

@Cristiano 7️⃣

#MUFC || #UEL https://t.co/fXItVHZ3dZ"
2022-10-13 18:42:43+00:00,6536,556,Twitter for iPhone,"Midfield duo 🇧🇷

@Fred08Oficial 🤝 @Casemiro 

#MUFC || #UEL https://t.co/zsZj9f4YJI"
2022-10-13 18:37:51+00:00,2375,249,Twitter for Advertisers,"🔺 Being back at Old Trafford 🔴
🔺 @Fred08Oficial's return to the XI 🇧🇷
🔺 Our #UEL group 🌍

Hear more from the boss ahead of tonight's #UEL clash 👊

#MUFC"
2022-10-13 18:29:12+00:00,5426,580,Twitter for iPhone,"It’s time to work, Reds 👊 

#MUFC || #UEL https://t.co/aizPZiCS2T"
2022-10-13 18:17:55+00:00,4500,403,Twitter for Advertisers,"Inside the home dressing room 👀

#MUFC || #UEL"
2022-10-13 17:57:25+00:00,5906,554,Twitter for iPhone,"This is the place 🏡❤️

#MUFC || #UEL https://t.co/K5W0Nkdw23"
2022-10-13 17:51:51+00:00,12136,614,Twitter for iPhone,"Thoughts on our starting line-up, Reds? 💭 

#MUFC || #UEL"
2022-10-13 17:45:00+00:00,21397,3250,Twitter for Advertisers,"📋 Your United team to face Omonia! 👊

#MUFC || #UEL"
2022-10-13 17:29:12+00:00,4411,423,Twitter for Advertisers,"📌 Old Trafford. 

Where in the world are you following tonight's game from? 🌍

#MUFC || #UEL"
2022-10-13 17:19:24+00:00,3835,319,Twitter for Advertisers,"The Reds are in the house! 🏡

#MUFC || #UEL"
